"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"1191","223","1075","230","654","169","36","31","0","12","258","116","0","12","0","12","127","136","0","12","127","136","116","71","92","71","0","12","0","12","0","12","0","12","9","14","15","20","5","8","10","18","1500000US060014042003","Block Group 3, Census Tract 4042, Alameda County, California"
"1169","193","1100","191","753","162","59","58","0","12","241","107","0","12","0","12","47","39","0","12","47","39","69","52","69","52","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014043001","Block Group 1, Census Tract 4043, Alameda County, California"
"1103","246","997","247","709","241","32","49","0","12","171","106","21","30","0","12","64","52","0","12","64","52","106","126","13","19","0","12","0","12","0","12","0","12","93","125","0","12","0","12","0","12","1500000US060014043002","Block Group 2, Census Tract 4043, Alameda County, California"
"1164","216","1107","223","871","196","60","70","0","12","84","47","0","12","0","12","92","82","0","12","92","82","57","49","36","38","21","33","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014043003","Block Group 3, Census Tract 4043, Alameda County, California"
"2186","349","1939","324","1116","255","119","137","0","12","539","148","0","12","0","12","165","94","0","12","165","94","247","168","226","164","0","12","0","12","0","12","0","12","21","43","0","12","0","12","0","12","1500000US060014044001","Block Group 1, Census Tract 4044, Alameda County, California"
"1453","343","1377","303","999","254","49","53","0","12","169","83","0","12","26","37","134","99","0","12","134","99","76","99","38","49","0","12","0","12","0","12","0","12","0","12","38","50","0","12","38","50","1500000US060014044002","Block Group 2, Census Tract 4044, Alameda County, California"
"1419","275","1346","270","1187","259","0","12","0","12","127","101","0","12","0","12","32","40","0","12","32","40","73","55","73","55","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014044003","Block Group 3, Census Tract 4044, Alameda County, California"
"1822","106","1779","114","1309","143","67","50","0","12","251","122","0","12","14","19","138","66","37","38","101","56","43","35","43","35","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014045011","Block Group 1, Census Tract 4045.01, Alameda County, California"
"829","143","826","142","745","138","0","12","0","12","66","55","0","12","0","12","15","25","0","12","15","25","3","6","3","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014045021","Block Group 1, Census Tract 4045.02, Alameda County, California"
"1290","289","1270","291","901","270","52","77","0","12","253","202","0","12","0","12","64","83","0","12","64","83","20","26","13","22","0","12","0","12","0","12","0","12","7","14","0","12","0","12","0","12","1500000US060014045022","Block Group 2, Census Tract 4045.02, Alameda County, California"
"1646","328","1599","331","1296","363","14","22","0","12","246","133","0","12","0","12","43","39","0","12","43","39","47","62","13","20","0","12","0","12","34","58","0","12","0","12","0","12","0","12","0","12","1500000US060014045023","Block Group 3, Census Tract 4045.02, Alameda County, California"
"1775","328","1635","320","1168","282","26","41","0","12","181","98","0","12","110","151","150","109","0","12","150","109","140","158","140","158","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014045024","Block Group 4, Census Tract 4045.02, Alameda County, California"
"1178","196","1169","197","724","133","126","106","12","18","170","93","0","12","0","12","137","91","0","12","137","91","9","14","0","12","0","12","9","14","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014046001","Block Group 1, Census Tract 4046, Alameda County, California"
"748","252","741","253","606","250","20","23","8","13","39","33","23","35","0","12","45","35","0","12","45","35","7","12","7","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014046002","Block Group 2, Census Tract 4046, Alameda County, California"
"1280","239","1232","232","929","187","184","190","0","12","76","65","9","14","0","12","34","49","0","12","34","49","48","48","25","41","0","12","0","12","8","13","0","12","0","12","15","23","0","12","15","23","1500000US060014046003","Block Group 3, Census Tract 4046, Alameda County, California"
"1330","209","1264","219","967","193","31","30","0","12","188","90","0","12","0","12","78","64","0","12","78","64","66","71","54","70","0","12","0","12","0","12","0","12","0","12","12","20","12","20","0","12","1500000US060014046004","Block Group 4, Census Tract 4046, Alameda County, California"
"958","142","907","142","746","146","41","30","0","12","100","66","0","12","7","11","13","21","0","12","13","21","51","50","42","50","0","12","0","12","0","12","0","12","0","12","9","15","9","15","0","12","1500000US060014047001","Block Group 1, Census Tract 4047, Alameda County, California"
"1015","183","1000","179","753","185","95","63","0","12","96","58","0","12","0","12","56","44","0","12","56","44","15","24","15","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014047002","Block Group 2, Census Tract 4047, Alameda County, California"
"1565","325","1320","353","454","147","505","265","32","52","261","189","0","12","0","12","68","67","0","12","68","67","245","157","67","72","8","14","0","12","0","12","0","12","30","48","140","143","69","89","71","103","1500000US060014048001","Block Group 1, Census Tract 4048, Alameda County, California"
"1181","224","1149","221","692","139","203","111","0","12","223","164","0","12","0","12","31","37","0","12","31","37","32","29","22","25","0","12","0","12","0","12","0","12","0","12","10","15","10","15","0","12","1500000US060014048002","Block Group 2, Census Tract 4048, Alameda County, California"
"818","173","748","168","628","152","34","29","0","12","46","57","0","12","0","12","40","52","0","12","40","52","70","51","24","37","0","12","0","12","0","12","0","12","0","12","46","40","30","30","16","28","1500000US060014049001","Block Group 1, Census Tract 4049, Alameda County, California"
"1556","283","1475","276","434","163","384","231","9","12","513","287","49","73","16","26","70","61","0","12","70","61","81","72","21","27","0","12","0","12","11","18","0","12","0","12","49","51","49","51","0","12","1500000US060014049002","Block Group 2, Census Tract 4049, Alameda County, California"
"694","184","491","121","275","90","32","40","0","12","144","114","0","12","0","12","40","41","0","12","40","41","203","175","112","113","0","12","0","12","0","12","0","12","86","144","5","11","0","12","5","11","1500000US060014049003","Block Group 3, Census Tract 4049, Alameda County, California"
"1227","230","1180","219","891","200","44","40","0","12","210","126","0","12","0","12","35","37","0","12","35","37","47","62","28","33","0","12","0","12","0","12","0","12","2","12","17","42","17","42","0","12","1500000US060014049004","Block Group 4, Census Tract 4049, Alameda County, California"
"692","182","669","180","495","156","0","12","0","12","134","120","0","12","0","12","40","49","0","12","40","49","23","24","17","22","0","12","0","12","6","12","0","12","0","12","0","12","0","12","0","12","1500000US060014050001","Block Group 1, Census Tract 4050, Alameda County, California"
"956","179","771","124","616","130","44","38","7","11","96","52","0","12","0","12","8","14","0","12","8","14","185","151","103","139","43","64","10","16","0","12","0","12","29","43","0","12","0","12","0","12","1500000US060014050002","Block Group 2, Census Tract 4050, Alameda County, California"
"1708","251","1611","252","1029","218","203","121","22","36","257","132","0","12","0","12","100","81","32","46","68","69","97","67","52","54","0","12","17","26","0","12","0","12","11","19","17","24","17","24","0","12","1500000US060014050003","Block Group 3, Census Tract 4050, Alameda County, California"
"1044","174","1024","175","777","202","71","72","39","54","106","82","0","12","0","12","31","31","0","12","31","31","20","21","11","16","0","12","0","12","0","12","0","12","0","12","9","14","9","14","0","12","1500000US060014051001","Block Group 1, Census Tract 4051, Alameda County, California"
"663","135","634","131","491","103","62","61","0","12","53","71","0","12","0","12","28","28","6","13","22","25","29","33","18","27","0","12","0","12","0","12","0","12","11","18","0","12","0","12","0","12","1500000US060014051002","Block Group 2, Census Tract 4051, Alameda County, California"
"833","217","794","215","578","185","60","82","0","12","74","54","0","12","0","12","82","59","0","12","82","59","39","60","39","60","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014051003","Block Group 3, Census Tract 4051, Alameda County, California"
"648","138","620","137","380","142","141","82","0","12","64","63","0","12","19","27","16","19","0","12","16","19","28","26","21","23","0","12","0","12","0","12","0","12","0","12","7","12","0","12","7","12","1500000US060014051004","Block Group 4, Census Tract 4051, Alameda County, California"
"786","194","739","204","599","186","78","92","0","12","35","34","0","12","0","12","27","31","0","12","27","31","47","65","47","65","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014051005","Block Group 5, Census Tract 4051, Alameda County, California"
"1184","296","1072","269","362","118","171","181","39","58","470","221","0","12","0","12","30","36","0","12","30","36","112","118","112","118","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014052001","Block Group 1, Census Tract 4052, Alameda County, California"
"899","298","842","309","387","152","102","133","0","12","298","260","10","17","20","32","25","26","0","12","25","26","57","43","28","33","0","12","0","12","0","12","0","12","29","29","0","12","0","12","0","12","1500000US060014052002","Block Group 2, Census Tract 4052, Alameda County, California"
"1066","290","1011","286","528","244","36","45","0","12","393","228","0","12","0","12","54","87","0","12","54","87","55","40","55","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014052003","Block Group 3, Census Tract 4052, Alameda County, California"
"1498","314","1215","305","545","187","209","141","0","12","112","78","39","59","8","14","302","240","0","12","302","240","283","138","137","108","0","12","0","12","0","12","0","12","146","135","0","12","0","12","0","12","1500000US060014052004","Block Group 4, Census Tract 4052, Alameda County, California"
"1844","271","1612","259","927","195","330","118","0","12","288","169","0","12","0","12","67","56","0","12","67","56","232","145","72","62","0","12","0","12","0","12","0","12","123","150","37","53","37","53","0","12","1500000US060014053011","Block Group 1, Census Tract 4053.01, Alameda County, California"
